Subject,TrialList,TrialList.Number,Exp.Number,Prime,PrimeType,PrefixClass,fPrimeMorpheme,PrimeAsp,fPrime,letPrime,Target,TargetAsp,fTarget,fTargetStem,letTarget,Target.RT,Target.ACC,Blank2.RT,Blank2.ACC
36,2,22,102,строгать,unrel,,,I,1.3,8,прыскать,I,1.2,,8,0,0,245,1
1,1,17,15,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,21,1
7,1,17,60,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,68,1
11,1,17,66,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,94,1
13,1,17,71,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,54,1
23,1,17,63,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,209,1
26,1,17,30,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,43,1
32,1,17,73,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,87,1
35,1,17,58,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,429,1
39,1,17,101,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,786,1
5,1,14,30,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,17,1
7,1,14,55,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,74,1
9,1,14,41,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,95,1
11,1,14,8,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,166,1
13,1,14,80,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,254,1
23,1,14,80,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,125,1
26,1,14,91,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,301,1
32,1,14,64,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,204,1
35,1,14,28,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,339,1
39,1,14,25,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,291,1
41,1,14,5,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,58,1
1,1,97,61,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,71,1
2,3,97,89,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,350,1
4,3,97,98,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,447,1
5,1,97,24,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,91,1
6,3,97,66,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,360,1
7,1,97,35,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,81,1
8,3,97,43,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,468,1
9,1,97,71,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,205,1
10,3,97,17,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,448,1
11,1,97,80,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,62,1
12,3,97,58,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,262,1
13,1,97,97,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,75,1
14,2,97,1,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,52,1
15,3,97,72,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,59,1
16,1,97,13,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,248,1
17,2,97,64,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,10,1
18,3,97,73,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,108,1
19,2,97,82,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,683,1
20,3,97,77,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,169,1
21,2,97,102,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,300,1
22,3,97,72,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,176,1
23,1,97,41,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,225,1
24,2,97,103,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,464,1
26,1,97,68,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,214,1
27,2,97,57,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,325,1
28,3,97,16,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,980,1
29,1,97,55,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,571,1
30,2,97,87,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,699,1
31,3,97,11,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,141,1
32,1,97,3,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,1060,1
33,2,97,98,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,1377,1
34,3,97,36,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,658,1
36,2,97,42,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,127,1
37,1,97,94,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,17,1
40,2,97,58,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,212,1
1,1,96,65,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,31,1
2,3,96,16,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,485,1
4,3,96,41,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,766,1
5,1,96,53,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,80,1
6,3,96,87,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,300,1
8,3,96,33,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,1329,1
9,1,96,59,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,132,1
12,3,96,30,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,1133,1
13,1,96,68,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,373,1
15,3,96,52,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,436,1
16,1,96,91,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,184,1
18,3,96,75,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,519,1
19,2,96,66,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,922,1
21,2,96,65,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,513,1
22,3,96,30,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,542,1
23,1,96,40,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,419,1
24,2,96,50,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,608,1
27,2,96,72,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,494,1
28,3,96,59,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,403,1
29,1,96,1,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,279,1
30,2,96,22,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,460,1
31,3,96,66,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,266,1
32,1,96,14,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,1070,1
34,3,96,62,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,522,1
35,1,96,17,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,349,1
36,2,96,38,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,391,1
39,1,96,78,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,795,1
40,2,96,32,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,132,1
14,2,26,34,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,93,1
19,2,26,93,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,1164,1
21,2,26,75,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,203,1
24,2,26,62,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,176,1
30,2,26,86,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,372,1
33,2,26,64,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,125,1
36,2,26,9,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,347,1
40,2,26,48,тискать,unrel,,,I,2.3,7,топать,I,9.1,,6,0,0,212,1
1,1,1,42,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,71,1
9,1,1,40,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,146,1
23,1,1,15,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,186,1
29,1,1,84,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,127,1
32,1,1,74,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,78,1
35,1,1,74,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,54,1
39,1,1,62,толкнуть,suffix-nu,,,P,20.0,8,толкать,I,18.5,,7,0,0,591,1
2,3,26,41,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,317,1
4,3,26,77,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,287,1
6,3,26,52,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,143,1
8,3,26,14,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,290,1
12,3,26,39,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,602,1
15,3,26,30,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,31,1
20,3,26,37,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,103,1
22,3,26,4,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,66,1
28,3,26,71,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,237,1
34,3,26,7,топнуть,suffix-nu,,,P,2.0,7,топать,I,9.1,,6,0,0,491,1
2,3,42,51,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,327,1
4,3,42,70,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,678,1
6,3,42,3,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,760,1
7,1,42,94,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,134,1
8,3,42,26,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,520,1
10,3,42,67,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,438,1
13,1,42,99,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,177,1
15,3,42,33,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,129,1
18,3,42,41,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,365,1
19,2,42,50,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,2104,1
20,3,42,6,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,141,1
22,3,42,95,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,178,1
23,1,42,96,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,551,1
24,2,42,89,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,296,1
25,3,42,25,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,257,1
26,1,42,33,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,241,1
27,2,42,5,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,485,1
28,3,42,82,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,663,1
30,2,42,15,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,683,1
31,3,42,81,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,372,1
32,1,42,30,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,417,1
35,1,42,98,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,290,1
36,2,42,7,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,360,1
39,1,42,11,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,1200,1
40,2,42,60,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,387,1
41,1,42,99,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,340,1
1,1,92,62,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,148,1
2,3,92,70,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,754,1
4,3,92,3,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,497,1
5,1,92,26,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,288,1
7,1,92,104,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,353,1
8,3,92,59,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,837,1
12,3,92,104,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,134,1
13,1,92,38,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,478,1
14,2,92,17,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,45,1
15,3,92,42,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,442,1
17,2,92,8,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,104,1
18,3,92,52,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,305,1
19,2,92,44,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,986,1
20,3,92,13,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,186,1
21,2,92,5,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,334,1
22,3,92,50,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,454,1
23,1,92,22,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,469,1
26,1,92,69,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,190,1
27,2,92,39,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,408,1
28,3,92,50,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,769,1
29,1,92,15,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,784,1
30,2,92,9,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,1034,1
31,3,92,69,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,453,1
32,1,92,16,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,524,1
34,3,92,75,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,2463,1
35,1,92,22,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,409,1
36,2,92,36,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,187,1
37,1,92,79,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,8,1
38,2,92,72,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,85,1
39,1,92,3,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,374,1
40,2,92,63,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,236,1
41,1,92,28,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,171,1
7,1,15,80,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,201,1
9,1,15,103,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,77,1
11,1,15,83,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,295,1
13,1,15,8,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,191,1
16,1,15,8,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,487,1
23,1,15,72,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,127,1
29,1,15,56,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,367,1
32,1,15,47,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,212,1
35,1,15,56,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,271,1
39,1,15,85,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,797,1
41,1,15,39,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,309,1
1,1,103,53,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,74,1
4,3,103,72,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,541,1
6,3,103,51,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,411,1
7,1,103,5,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,279,1
8,3,103,16,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,699,1
9,1,103,3,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,144,1
10,3,103,59,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,447,1
12,3,103,47,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,428,1
13,1,103,21,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,729,1
14,2,103,70,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,108,1
15,3,103,55,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,136,1
18,3,103,60,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,17,1
20,3,103,50,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,248,1
21,2,103,78,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,845,1
22,3,103,44,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,420,1
23,1,103,56,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,157,1
24,2,103,52,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,287,1
25,3,103,5,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,657,1
26,1,103,45,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,30,1
27,2,103,75,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,507,1
28,3,103,89,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,402,1
29,1,103,17,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,257,1
30,2,103,67,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,1116,1
31,3,103,42,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,299,1
32,1,103,17,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,760,1
33,2,103,75,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,2545,1
34,3,103,27,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,667,1
37,1,103,27,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,205,1
39,1,103,44,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,77,1
40,2,103,77,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,348,1
14,2,21,44,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,26,1
19,2,21,25,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,470,1
21,2,21,44,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,911,1
24,2,21,76,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,48,1
27,2,21,27,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,442,1
30,2,21,93,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,626,1
36,2,21,41,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,10,1
40,2,21,82,упрекать,unrel,,,I,11.5,8,прыгать,I,38.5,,7,0,0,183,1
14,2,34,91,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,196,1
21,2,34,70,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,122,1
27,2,34,55,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,521,1
30,2,34,3,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,1020,1
36,2,34,89,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,2,1
40,2,34,83,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,16,1
2,3,44,13,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,462,1
4,3,44,21,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,456,1
5,1,44,49,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,18,1
8,3,44,70,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,196,1
9,1,44,19,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,101,1
12,3,44,89,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,176,1
13,1,44,93,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,282,1
14,2,44,52,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,135,1
15,3,44,92,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,93,1
18,3,44,100,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,192,1
20,3,44,3,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,42,1
21,2,44,33,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,659,1
24,2,44,80,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,179,1
27,2,44,70,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,524,1
28,3,44,80,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,545,1
29,1,44,68,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,703,1
30,2,44,76,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,585,1
31,3,44,41,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,222,1
32,1,44,102,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,24,1
33,2,44,60,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,512,1
34,3,44,30,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,606,1
35,1,44,94,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,286,1
39,1,44,23,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,476,1
40,2,44,94,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,217,1
19,2,17,58,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,298,1
21,2,17,39,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,212,1
24,2,17,78,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,44,1
27,2,17,69,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,470,1
30,2,17,35,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,394,1
33,2,17,43,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,33,1
36,2,17,39,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,25,1
40,2,17,78,хлебнуть,suffix-nu,,,P,4.7,8,хлебать,I,4.4,,7,0,0,153,1
2,3,95,39,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,580,1
3,1,95,73,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,293,1
4,3,95,38,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,567,1
5,1,95,62,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,85,1
6,3,95,103,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,470,1
7,1,95,43,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,269,1
8,3,95,100,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,1305,1
9,1,95,96,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,347,1
10,3,95,47,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,597,1
12,3,95,98,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,318,1
13,1,95,69,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,416,1
14,2,95,40,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,193,1
18,3,95,4,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,114,1
20,3,95,88,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,256,1
21,2,95,55,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,372,1
23,1,95,28,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,623,1
27,2,95,88,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,592,1
28,3,95,23,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,767,1
29,1,95,9,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,471,1
30,2,95,62,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,920,1
31,3,95,93,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,112,1
32,1,95,20,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,464,1
34,3,95,57,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,525,1
38,2,95,88,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,152,1
39,1,95,88,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,485,1
40,2,95,42,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,158,1
41,1,95,37,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,136,1
2,3,23,93,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,373,1
4,3,23,101,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,176,1
6,3,23,96,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,619,1
8,3,23,92,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,214,1
12,3,23,50,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,712,1
15,3,23,93,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,385,1
18,3,23,32,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,66,1
20,3,23,101,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,377,1
22,3,23,6,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,363,1
28,3,23,40,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,77,1
31,3,23,95,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,212,1
34,3,23,56,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,398,1
14,2,18,60,хлопнуть,suffix-nu,,,P,23.1,8,хлопать,I,20.2,,7,0,0,4,1
19,2,18,33,хлопнуть,suffix-nu,,,P,23.1,8,хлопать,I,20.2,,7,0,0,1465,1
21,2,18,53,хлопнуть,suffix-nu,,,P,23.1,8,хлопать,I,20.2,,7,0,0,727,1
24,2,18,33,хлопнуть,suffix-nu,,,P,23.1,8,хлопать,I,20.2,,7,0,0,136,1
27,2,18,14,хлопнуть,suffix-nu,,,P,23.1,8,хлопать,I,20.2,,7,0,0,262,1
